"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","new car  ",6260,"Less than 100 DM","4 to 7 years ",3,"male single ","none ",3,"0 to 200 DM 1",28,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"false","no checking account ",36,"critical account other credits existing (not at this bank) ","new car  ",7855,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 1",25,"no checking account 2","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",1680,"500 to 1000 DM ","Greater than 7 years ",3,"male married widowed ","none ",1,"0 to 200 DM 1",35,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",48,"critical account other credits existing (not at this bank) ","radio television ",3578,"unknown no savings account ","Greater than 7 years ",4,"male single ","none ",1,"0 to 200 DM 1",47,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",42,"existing credits paid back duly till now ","radio television ",7174,"unknown no savings account ","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",30,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",10,"critical account other credits existing (not at this bank) ","furniture equipment ",2132,"unknown no savings account ","Less than 1 year ",2,"female divorced separated married ","co-applicant ",3,"0 to 200 DM 1",27,"no checking account 3","rent ",2,"skilled employee official ",1,"none ","no "
"false","Less than 0 DM ",33,"critical account other credits existing (not at this bank) ","furniture equipment ",4281,"500 to 1000 DM ","1 to 4 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 3",23,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",2366,"500 to 1000 DM ","4 to 7 years ",3,"male divorced separated ","none ",3,"0 to 200 DM 3",36,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",21,"existing credits paid back duly till now ","radio television ",1835,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","none ",2,"0 to 200 DM 1",25,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"critical account other credits existing (not at this bank) ","used car  ",3868,"Less than 100 DM","Greater than 7 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",41,"no checking account 3","rent ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","furniture equipment ",1768,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 1",24,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","Greater than 200 DM",10,"critical account other credits existing (not at this bank) ","new car  ",781,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",63,"no checking account 3","for free ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",18,"existing credits paid back duly till now ","furniture equipment ",1924,"unknown no savings account ","Less than 1 year ",4,"female divorced separated married ","none ",3,"0 to 200 DM 1",27,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",2121,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 2",30,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",12,"existing credits paid back duly till now ","radio television ",701,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 1",40,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","repairs ",639,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",30,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",12,"critical account other credits existing (not at this bank) ","used car  ",1860,"Less than 100 DM","unemployed ",4,"male single ","none ",2,"0 to 200 DM 3",34,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"critical account other credits existing (not at this bank) ","new car  ",3499,"Less than 100 DM","1 to 4 years ",3,"female divorced separated married ","co-applicant ",2,"0 to 200 DM 1",29,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",48,"existing credits paid back duly till now ","new car  ",8487,"unknown no savings account ","4 to 7 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 3",24,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",36,"delay in paying off in the past ","education ",6887,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",3,"0 to 200 DM 2",29,"no checking account 2","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",15,"existing credits paid back duly till now ","furniture equipment ",2708,"Less than 100 DM","Less than 1 year ",2,"male single ","none ",3,"0 to 200 DM 2",27,"no checking account 1","own ",2,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",18,"existing credits paid back duly till now ","furniture equipment ",1984,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 4",47,"no checking account 1","for free ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",60,"existing credits paid back duly till now ","radio television ",10144,"100 to 500 DM ","4 to 7 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 1",21,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",1240,"unknown no savings account ","Greater than 7 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 1",38,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",27,"delay in paying off in the past ","used car  ",8613,"Greater than 1000 DM ","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",27,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",12,"existing credits paid back duly till now ","radio television ",766,"500 to 1000 DM ","1 to 4 years ",4,"male single ","none ",3,"0 to 200 DM 1",66,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",15,"critical account other credits existing (not at this bank) ","radio television ",2728,"unknown no savings account ","4 to 7 years ",4,"male single ","guarantor ",2,"0 to 200 DM 1",35,"no checking account 1","own ",3,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",12,"existing credits paid back duly till now ","radio television ",1881,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 3",44,"no checking account 3","rent ",1,"unskilled - resident ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",6,"existing credits paid back duly till now ","new car  ",709,"Greater than 1000 DM ","Less than 1 year ",2,"male married widowed ","none ",2,"0 to 200 DM 1",27,"no checking account 3","own ",1,"unemployed unskilled - non-resident ",1,"none ","no "
"true","0 to 200 DM ",36,"existing credits paid back duly till now ","radio television ",4795,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",1,"0 to 200 DM 4",30,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",27,"existing credits paid back duly till now ","radio television ",3416,"Less than 100 DM","1 to 4 years ",3,"male single ","none ",2,"0 to 200 DM 3",27,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"false","Less than 0 DM ",18,"existing credits paid back duly till now ","furniture equipment ",2462,"Less than 100 DM","1 to 4 years ",2,"male single ","none ",2,"0 to 200 DM 3",22,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",21,"critical account other credits existing (not at this bank) ","furniture equipment ",2288,"Less than 100 DM","Less than 1 year ",4,"female divorced separated married ","none ",4,"0 to 200 DM 2",23,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",48,"all credits at this bank paid back duly","business ",3566,"100 to 500 DM ","4 to 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",30,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","new car  ",860,"Less than 100 DM","Greater than 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 4",39,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","new car  ",682,"100 to 500 DM ","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",51,"no checking account 3","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",36,"critical account other credits existing (not at this bank) ","furniture equipment ",5371,"Less than 100 DM","1 to 4 years ",3,"male single ","guarantor ",2,"0 to 200 DM 2",28,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","radio television ",1582,"Greater than 1000 DM ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",46,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","radio television ",1346,"100 to 500 DM ","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 4",42,"no checking account 1","for free ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","radio television ",1924,"Less than 100 DM","1 to 4 years ",1,"male single ","none ",4,"0 to 200 DM 2",38,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","no "
